assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCA_003345545.1,RDE15951.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp003345545,RDE15951.1@GCA_003345545.1
GCA_003345555.1,RDE10758.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,OWC5,OWC5 sp003345555,RDE10758.1@GCA_003345555.1
GCA_003345595.1,RDE12818.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,OWC5,OWC5 sp003345595,RDE12818.1@GCA_003345595.1
GCA_003491285.1,AXV37310.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,UBA117,UBA117 sp002494785,AXV37310.1@GCA_003491285.1
GCA_003491305.1,AXV39051.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp003491305,AXV39051.1@GCA_003491305.1
GCA_003491305.1,AXV39054.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp003491305,AXV39054.1@GCA_003491305.1
GCA_003491305.1,AXV39054.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp003491305,AXV39054.1@GCA_003491305.1
GCA_003491305.1,AXV39874.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp003491305,AXV39874.1@GCA_003491305.1
GCA_003491305.1,AXV39874.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp003491305,AXV39874.1@GCA_003491305.1
GCA_003551265.1,PUMG01000359.1_1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp003551265,PUMG01000359.1_1@GCA_003551265.1
GCA_003554115.1,PWFE01000165.1_2,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp003554115,PWFE01000165.1_2@GCA_003554115.1
GCA_003554465.1,PWGL01000018.1_1,PF04122.15,CW_binding_2,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,PWGL01,PWGL01 sp003554465,PWGL01000018.1_1@GCA_003554465.1
GCA_003554465.1,PWGL01000035.1_7,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,PWGL01,PWGL01 sp003554465,PWGL01000035.1_7@GCA_003554465.1
GCA_003554465.1,PWGL01000091.1_5,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,PWGL01,PWGL01 sp003554465,PWGL01000091.1_5@GCA_003554465.1
GCA_003554465.1,PWGL01000114.1_5,PF04122.15,CW_binding_2,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,PWGL01,PWGL01 sp003554465,PWGL01000114.1_5@GCA_003554465.1
GCA_003554965.1,PWHR01000051.1_2,PF04122.15,CW_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,PWKY01,PWKY01,Natronoplasma,Natronoplasma sp003554965,PWHR01000051.1_2@GCA_003554965.1
GCA_003554965.1,PWHR01000059.1_46,PF01476.23,LysM,Archaea,Thermoplasmatota,Thermoplasmata,PWKY01,PWKY01,Natronoplasma,Natronoplasma sp003554965,PWHR01000059.1_46@GCA_003554965.1
GCA_003554965.1,PWHR01000083.1_1,PF04122.15,CW_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,PWKY01,PWKY01,Natronoplasma,Natronoplasma sp003554965,PWHR01000083.1_1@GCA_003554965.1
GCA_003555465.1,PWIB01000058.1_3,PF04122.15,CW_binding_2,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,PWEA01,PWEA01,PWEA01,PWEA01 sp003555465,PWIB01000058.1_3@GCA_003555465.1
GCA_003560545.1,PWLK01000008.1_5,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,PWWA01,PWWA01 sp003560545,PWLK01000008.1_5@GCA_003560545.1
GCA_003561825.1,PWVO01000194.1_1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CG1-02-33-12,PWVO01,PWVO01 sp003561825,PWVO01000194.1_1@GCA_003561825.1
GCA_003562145.1,PWWA01000078.1_4,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,PWWA01,PWWA01 sp003562145,PWWA01000078.1_4@GCA_003562145.1
GCA_003649845.1,RLF39164.1,PF01476.23,LysM,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,B44-G15 sp003649845,RLF39164.1@GCA_003649845.1
GCA_003650545.1,RLE37882.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,B72-G16,B72-G16,B72-G16 sp003650545,RLE37882.1@GCA_003650545.1
GCA_003650585.1,RLE42606.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,B29-G15,B29-G15,B29-G15 sp003650585,RLE42606.1@GCA_003650585.1
GCA_003660485.1,RLF89159.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp003660485,RLF89159.1@GCA_003660485.1
GCA_003660555.1,RLF89705.1,PF04122.15,CW_binding_2,Archaea,Hadarchaeota,B88-G9,B88-G9,B88-G9,B88-G9,B88-G9 sp003660555,RLF89705.1@GCA_003660555.1
GCA_003660555.1,RLF91059.1,PF04122.15,CW_binding_2,Archaea,Hadarchaeota,B88-G9,B88-G9,B88-G9,B88-G9,B88-G9 sp003660555,RLF91059.1@GCA_003660555.1
GCA_003660555.1,RLF91697.1,PF04122.15,CW_binding_2,Archaea,Hadarchaeota,B88-G9,B88-G9,B88-G9,B88-G9,B88-G9 sp003660555,RLF91697.1@GCA_003660555.1
GCA_003660925.1,RLG17118.1,PF04122.15,CW_binding_2,Archaea,Nanoarchaeota,Nanoarchaeia,B33-G15,B33-G15,B33-G15,B33-G15 sp003660925,RLG17118.1@GCA_003660925.1
GCA_003663025.1,RLI82151.1,PF01476.23,LysM,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_B,Archaeoglobus_B sp003663025,RLI82151.1@GCA_003663025.1
GCA_003663045.1,RLI87447.1,PF04122.15,CW_binding_2,Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZG01,QMZG01 sp003663045,RLI87447.1@GCA_003663045.1
GCA_003663175.1,RLI93786.1,PF04122.15,CW_binding_2,Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZM01,QMZM01 sp003663175,RLI93786.1@GCA_003663175.1
GCA_003663695.1,RLF75540.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,Palaeococcus sp003663695,RLF75540.1@GCA_003663695.1
GCA_003695745.1,RMF90322.1,PF04122.15,CW_binding_2,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,SZUA-236,J060,J060 sp003695745,RMF90322.1@GCA_003695745.1
GCA_004195515.1,RZD37865.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,MGIIa-K1 sp004195515,RZD37865.1@GCA_004195515.1
GCA_004212135.1,RZN35494.1,PF01476.23,LysM,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,ANME-1-THS,ANME-1-THS sp004212135,RZN35494.1@GCA_004212135.1
GCA_004376265.1,TET06353.1,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp004376265,TET06353.1@GCA_004376265.1
GCA_004376385.1,TET28728.1,PF01471.21,PG_binding_1,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BIN-L-1,BIN-L-1 sp004376385,TET28728.1@GCA_004376385.1
GCA_004524365.1,TFF97020.1,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,TEKIR-8,TEKIR-8 sp004524365,TFF97020.1@GCA_004524365.1
GCA_004524365.1,TFF97020.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,TEKIR-8,TEKIR-8 sp004524365,TFF97020.1@GCA_004524365.1
GCA_004524365.1,TFG00248.1,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,TEKIR-8,TEKIR-8 sp004524365,TFG00248.1@GCA_004524365.1
GCA_004524365.1,TFG00248.1,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,TEKIR-8,TEKIR-8 sp004524365,TFG00248.1@GCA_004524365.1
GCA_004524365.1,TFG00248.1,PF14604.9,SH3_9,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,TEKIR-8,TEKIR-8 sp004524365,TFG00248.1@GCA_004524365.1
GCA_004524435.1,TFG04308.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-12S,TEKIR-12S sp004524435,TFG04308.1@GCA_004524435.1
GCA_004524445.1,TFG13761.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-14,TEKIR-14 sp004524445,TFG13761.1@GCA_004524445.1
GCA_004524595.1,TFG34034.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524595,TFG34034.1@GCA_004524595.1
GCA_004553595.1,SFKZ01000001.1_36,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000001.1_36@GCA_004553595.1
GCA_004553595.1,SFKZ01000002.1_52,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000002.1_52@GCA_004553595.1
GCA_004553595.1,SFKZ01000024.1_7,PF01476.23,LysM,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000024.1_7@GCA_004553595.1
GCA_005222975.1,TKJ27483.1,PF08460.13,SH3_5,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp005222975,TKJ27483.1@GCA_005222975.1
GCA_005223125.1,TKJ19806.1,PF11741.11,AMIN,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ19806.1@GCA_005223125.1
GCA_005223125.1,TKJ23048.1,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ23048.1@GCA_005223125.1
GCA_005239435.1,SZNP01000001.1_1272,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000001.1_1272@GCA_005239435.1
GCA_005878385.1,TLZ56405.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878385,TLZ56405.1@GCA_005878385.1
GCA_005878485.1,TLZ77377.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878485,TLZ77377.1@GCA_005878485.1
GCA_005878515.1,TLZ91917.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878515,TLZ91917.1@GCA_005878515.1
GCA_005878525.1,TLZ85335.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878525,TLZ85335.1@GCA_005878525.1
GCA_005878615.1,TLZ95758.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878615,TLZ95758.1@GCA_005878615.1
GCA_005878635.1,TMA07987.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878635,TMA07987.1@GCA_005878635.1
GCA_005878915.1,TLZ61571.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,EA-19,EA-19 sp005878915,TLZ61571.1@GCA_005878915.1
GCA_005878955.1,TLZ73596.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,EA-19,EA-19 sp005878955,TLZ73596.1@GCA_005878955.1
GCA_005878985.1,TLZ88482.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878985,TLZ88482.1@GCA_005878985.1
GCA_005879045.1,TMA00583.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005879045,TMA00583.1@GCA_005879045.1
GCA_005879065.1,TLZ98983.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005879065,TLZ98983.1@GCA_005879065.1
GCA_005882905.1,TMI45712.1,PF07653.20,SH3_2,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882905,TMI45712.1@GCA_005882905.1
GCA_005882905.1,TMI45712.1,PF00018.31,SH3_1,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882905,TMI45712.1@GCA_005882905.1
GCA_005888635.1,TMI66768.1,PF07653.20,SH3_2,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888635,TMI66768.1@GCA_005888635.1
GCA_005888635.1,TMI66768.1,PF00018.31,SH3_1,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888635,TMI66768.1@GCA_005888635.1
GCA_005954745.1,CP040678.1_2073,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_2073@GCA_005954745.1
GCA_007117755.1,SKFY01000047.1_25,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117755,SKFY01000047.1_25@GCA_007117755.1
GCA_007118975.1,SKQO01000003.1_23,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SKNY01,SKQO01,SKQO01 sp007118975,SKQO01000003.1_23@GCA_007118975.1
GCA_007122455.1,SKTU01000028.1_5,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp007122455,SKTU01000028.1_5@GCA_007122455.1
GCA_007122875.1,SKSS01000027.1_16,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-1-68-20,QS-1-68-20,QS-1-68-20 sp007122875,SKSS01000027.1_16@GCA_007122875.1
GCA_007128515.1,SKXI01000237.1_1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halalkalicoccaceae,SKXI01,SKXI01 sp007128515,SKXI01000237.1_1@GCA_007128515.1
GCA_007129135.1,SKWB01000376.1_2,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halalkalicoccaceae,SKXI01,SKXI01 sp007129135,SKWB01000376.1_2@GCA_007129135.1
GCA_007131205.1,SLQZ01000073.1_3,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,PWWA01,PWWA01 sp007131205,SLQZ01000073.1_3@GCA_007131205.1
GCA_007135505.1,SLIS01000238.1_2,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax sp007135505,SLIS01000238.1_2@GCA_007135505.1
GCA_009776805.1,MCL2134415.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009776805,MCL2134415.1@GCA_009776805.1
GCA_009777005.1,MCL2114967.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C sp009777005,MCL2114967.1@GCA_009777005.1
GCA_009778385.1,MCL1976564.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009778385,MCL1976564.1@GCA_009778385.1
GCA_009778385.1,MCL1976648.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009778385,MCL1976648.1@GCA_009778385.1
GCA_009778385.1,MCL1976649.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009778385,MCL1976649.1@GCA_009778385.1
GCA_009787175.1,MCL1969905.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009787175,MCL1969905.1@GCA_009787175.1
GCA_009787175.1,MCL1970029.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009787175,MCL1970029.1@GCA_009787175.1
GCA_009787585.1,MCL2257972.1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp009787585,MCL2257972.1@GCA_009787585.1
GCA_009889605.1,WUQU01000118.1_2,PF06347.16,SH3_4,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,WUQU01,WUQU01 sp009889605,WUQU01000118.1_2@GCA_009889605.1
GCA_009889605.1,WUQU01000118.1_2,PF08239.14,SH3_3,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,WUQU01,WUQU01 sp009889605,WUQU01000118.1_2@GCA_009889605.1
GCA_009889605.1,WUQU01000379.1_1,PF01476.23,LysM,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,WUQU01,WUQU01 sp009889605,WUQU01000379.1_1@GCA_009889605.1
GCA_009903405.1,NAT10229.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QENH01,QENH01 sp009903405,NAT10229.1@GCA_009903405.1
GCA_009903825.1,NAZ13351.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,AG1,WYEN01,WYEN01 sp009903825,NAZ13351.1@GCA_009903825.1
GCA_009903905.1,NAZ34542.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum sp009903905,NAZ34542.1@GCA_009903905.1
GCA_009904015.1,NAZ12110.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Fervidicoccaceae,WYEQ01,WYEQ01 sp009904015,NAZ12110.1@GCA_009904015.1
GCA_011364905.1,NHI90570.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp011364905,NHI90570.1@GCA_011364905.1
GCA_011364905.1,NHI90762.1,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp011364905,NHI90762.1@GCA_011364905.1
GCA_011364975.1,NHJ23006.1,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp011364975,NHJ23006.1@GCA_011364975.1
GCA_011364985.1,NHI83953.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-83,SMTZ1-83 sp011364985,NHI83953.1@GCA_011364985.1
GCA_011365025.1,NHJ12368.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-83,SMTZ1-83 sp011365025,NHJ12368.1@GCA_011365025.1
GCA_012026795.1,NJD51971.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp012026795,NJD51971.1@GCA_012026795.1
GCA_012026795.1,NJD51981.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp012026795,NJD51981.1@GCA_012026795.1
GCA_012222305.1,QIW23761.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera sp012222305,QIW23761.1@GCA_012222305.1
GCA_012799835.1,NMA32041.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp012799835,NMA32041.1@GCA_012799835.1
GCA_012838205.1,HHT19191.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp012838205,HHT19191.1@GCA_012838205.1
GCA_012960975.1,HIE63512.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-O2,MGIIb-O2 sp004195525,HIE63512.1@GCA_012960975.1
GCA_012964335.1,HIB41664.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp012964335,HIB41664.1@GCA_012964335.1
GCA_013114725.1,NOJ28709.1,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,QCWD01,QCWD01 sp013114725,NOJ28709.1@GCA_013114725.1
GCA_013114725.1,NOJ30012.1,PF01471.21,PG_binding_1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,QCWD01,QCWD01 sp013114725,NOJ30012.1@GCA_013114725.1
GCA_013139985.1,NOR77194.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QENH01,QENH01 sp013139985,NOR77194.1@GCA_013139985.1
GCA_013151465.1,NOX71234.1,PF08239.14,SH3_3,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZT01,JAADIF01,JAADIF01 sp013151465,NOX71234.1@GCA_013151465.1
GCA_013151465.1,NOX71345.1,PF01476.23,LysM,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZT01,JAADIF01,JAADIF01 sp013151465,NOX71345.1@GCA_013151465.1
GCA_013152685.1,NOZ58174.1,PF13457.9,GW,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,JAADFX01,JAADFX01 sp013152685,NOZ58174.1@GCA_013152685.1
GCA_013152685.1,NOZ58312.1,PF04122.15,CW_binding_2,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,JAADFX01,JAADFX01 sp013152685,NOZ58312.1@GCA_013152685.1
GCA_013152685.1,NOZ59795.1,PF04122.15,CW_binding_2,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,JAADFX01,JAADFX01 sp013152685,NOZ59795.1@GCA_013152685.1
GCA_013152685.1,NOZ59831.1,PF04122.15,CW_binding_2,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,JAADFX01,JAADFX01 sp013152685,NOZ59831.1@GCA_013152685.1
GCA_013152815.1,NOZ80043.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAADFO01,JAADFO01,JAADFO01 sp013152815,NOZ80043.1@GCA_013152815.1
GCA_013152995.1,NOZ82324.1,PF04122.15,CW_binding_2,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,JAADFH01,JAADFH01 sp013152995,NOZ82324.1@GCA_013152995.1
GCA_013153845.1,NPA62800.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp013153845,NPA62800.1@GCA_013153845.1
GCA_013154005.1,NPA76002.1,PF05036.16,SPOR,Archaea,Thermoplasmatota,Thermoplasmata,Aciduliprofundales,Aciduliprofundaceae,JAADDK01,JAADDK01 sp013154005,NPA76002.1@GCA_013154005.1
GCA_013166775.1,NPD90165.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp013166775,NPD90165.1@GCA_013166775.1
GCA_013166775.1,NPD90688.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp013166775,NPD90688.1@GCA_013166775.1
GCA_013180565.1,NQE53088.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QENH01,QENH01 sp013180565,NQE53088.1@GCA_013180565.1
GCA_013180565.1,NQE53260.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QENH01,QENH01 sp013180565,NQE53260.1@GCA_013180565.1
GCA_013180585.1,NQE46217.1,PF01476.23,LysM,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QENJ01,QENJ01 sp013180585,NQE46217.1@GCA_013180585.1
